time,level,service,content
2025-07-10 14:08:51.389,INFO,c.e.service.NotificationService,"loc=http-nio-8080-exec-47 - Payment failure notification sent: orderId=ORD-2025-001275, recipient=user@email.org"
2025-07-10 14:08:51.623,INFO,c.e.service.AuthService,"loc=http-nio-8080-exec-48 - User authentication successful: userId=USER-4681, sessionId=SESS-2M5T8U"
2025-07-10 14:08:51.756,INFO,c.e.service.CartService,"loc=http-nio-8080-exec-48 - Cart validation completed: userId=USER-4681, totalItems=1, cartValue=89.99"
2025-07-10 14:08:51.889,INFO,c.e.service.InventoryService,"loc=http-nio-8080-exec-48 - Inventory check passed: productId=PROD-5533, availableQty=73, requestedQty=1"
2025-07-10 14:08:52.023,INFO,c.e.service.PricingService,"loc=http-nio-8080-exec-48 - Price calculation completed: basePrice=89.99, discount=8.99, finalPrice=81.00"
2025-07-10 14:08:52.156,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-48 - Payment gateway connection established: gateway=PaySecure-V2, timeout=30000ms"
2025-07-10 14:08:52.289,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-48 - Payment authorization requested: amount=81.00, currency=USD, cardType=MASTERCARD"
2025-07-10 14:08:52.523,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-48 - Payment processed successfully: orderId=ORD-2025-001276, transactionId=TXN-990024"
2025-07-10 14:08:52.656,INFO,c.e.service.OrderService,"loc=http-nio-8080-exec-48 - Order created successfully: orderId=ORD-2025-001276, status=CONFIRMED"
2025-07-10 14:08:52.789,INFO,c.e.service.NotificationService,"loc=http-nio-8080-exec-48 - Order confirmation email sent successfully: orderId=ORD-2025-001276, recipient=client@site.com"
2025-07-10 14:08:52.923,INFO,c.e.service.AuditService,"loc=http-nio-8080-exec-48 - Transaction audit completed: orderId=ORD-2025-001276, status=SUCCESS"
2025-07-10 14:08:53.156,INFO,c.e.service.AuthService,"loc=http-nio-8080-exec-49 - User authentication successful: userId=USER-1593, sessionId=SESS-3N6U9V"
2025-07-10 14:08:53.289,INFO,c.e.service.CartService,"loc=http-nio-8080-exec-49 - Cart validation completed: userId=USER-1593, totalItems=3, cartValue=419.97"
2025-07-10 14:08:53.423,INFO,c.e.service.InventoryService,"loc=http-nio-8080-exec-49 - Inventory check passed: productId=PROD-6644, availableQty=19, requestedQty=3"
2025-07-10 14:08:53.556,INFO,c.e.service.PricingService,"loc=http-nio-8080-exec-49 - Price calculation completed: basePrice=419.97, discount=41.99, finalPrice=377.98"
2025-07-10 14:08:53.689,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-49 - Payment gateway connection established: gateway=PaySecure-V2, timeout=30000ms"
2025-07-10 14:08:53.823,WARN,c.e.service.PaymentService,"loc=http-nio-8080-exec-49 - Memory usage critical: heapUsed=1.9GB, heapMax=2.0GB, threshold=1.6GB"
2025-07-10 14:08:54.056,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-49 - Payment authorization requested: amount=377.98, currency=USD, cardType=VISA"
2025-07-10 14:08:54.389,ERROR,c.e.service.PaymentService,"loc=http-nio-8080-exec-49 - Payment processing failed: orderId=ORD-2025-001277, error=OutOfMemoryError during transaction processing"
2025-07-10 14:08:54.523,ERROR,c.e.service.OrderService,"loc=http-nio-8080-exec-49 - Order creation failed: orderId=ORD-2025-001277, status=FAILED"
2025-07-10 14:08:54.656,INFO,c.e.service.NotificationService,"loc=http-nio-8080-exec-49 - Payment failure notification sent: orderId=ORD-2025-001277, recipient=shopper@mail.co"
2025-07-10 14:08:54.889,INFO,c.e.service.AuthService,"loc=http-nio-8080-exec-50 - User authentication successful: userId=USER-7531, sessionId=SESS-4O7V0W"
2025-07-10 14:08:55.023,INFO,c.e.service.CartService,"loc=http-nio-8080-exec-50 - Cart validation completed: userId=USER-7531, totalItems=2, cartValue=269.98"
2025-07-10 14:08:55.156,INFO,c.e.service.InventoryService,"loc=http-nio-8080-exec-50 - Inventory check passed: productId=PROD-7755, availableQty=64, requestedQty=2"
2025-07-10 14:08:55.289,INFO,c.e.service.PricingService,"loc=http-nio-8080-exec-50 - Price calculation completed: basePrice=269.98, discount=26.99, finalPrice=242.99"
2025-07-10 14:08:55.423,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-50 - Payment gateway connection established: gateway=PaySecure-V2, timeout=30000ms"
2025-07-10 14:08:55.556,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-50 - Payment authorization requested: amount=242.99, currency=USD, cardType=AMEX"
2025-07-10 14:08:55.789,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-50 - Payment processed successfully: orderId=ORD-2025-001278, transactionId=TXN-990025"
2025-07-10 14:08:55.923,INFO,c.e.service.OrderService,"loc=http-nio-8080-exec-50 - Order created successfully: orderId=ORD-2025-001278, status=CONFIRMED"
2025-07-10 14:08:56.056,INFO,c.e.service.NotificationService,"loc=http-nio-8080-exec-50 - Order confirmation email sent successfully: orderId=ORD-2025-001278, recipient=customer@web.org"
2025-07-10 14:08:56.189,INFO,c.e.service.AuditService,"loc=http-nio-8080-exec-50 - Transaction audit completed: orderId=ORD-2025-001278, status=SUCCESS"
2025-07-10 14:08:56.423,INFO,c.e.service.AuthService,"loc=http-nio-8080-exec-51 - User authentication successful: userId=USER-9517, sessionId=SESS-5P8W1X"
2025-07-10 14:08:56.556,INFO,c.e.service.CartService,"loc=http-nio-8080-exec-51 - Cart validation completed: userId=USER-9517, totalItems=5, cartValue=699.95"
2025-07-10 14:08:56.689,INFO,c.e.service.InventoryService,"loc=http-nio-8080-exec-51 - Inventory check passed: productId=PROD-8866, availableQty=33, requestedQty=5"
2025-07-10 14:08:56.823,INFO,c.e.service.PricingService,"loc=http-nio-8080-exec-51 - Price calculation completed: basePrice=699.95, discount=69.99, finalPrice=629.96"
2025-07-10 14:08:56.956,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-51 - Payment gateway connection established: gateway=PaySecure-V2, timeout=30000ms"
2025-07-10 14:08:57.089,WARN,c.e.service.PaymentService,"loc=http-nio-8080-exec-51 - Fraud detection service unavailable: service=FraudGuard, status=SERVICE_UNAVAILABLE"
2025-07-10 14:08:57.323,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-51 - Payment authorization requested: amount=629.96, currency=USD, cardType=MASTERCARD"
2025-07-10 14:08:57.656,ERROR,c.e.service.PaymentService,"loc=http-nio-8080-exec-51 - Payment processing failed: orderId=ORD-2025-001279, error=Transaction declined by fraud prevention system"
2025-07-10 14:08:57.789,ERROR,c.e.service.OrderService,"loc=http-nio-8080-exec-51 - Order creation failed: orderId=ORD-2025-001279, status=FAILED"
2025-07-10 14:08:57.923,INFO,c.e.service.NotificationService,"loc=http-nio-8080-exec-51 - Payment failure notification sent: orderId=ORD-2025-001279, recipient=buyer@store.co"
2025-07-10 14:08:58.156,INFO,c.e.service.AuthService,"loc=http-nio-8080-exec-52 - User authentication successful: userId=USER-2864, sessionId=SESS-6Q9X2Y"
2025-07-10 14:08:58.289,INFO,c.e.service.CartService,"loc=http-nio-8080-exec-52 - Cart validation completed: userId=USER-2864, totalItems=1, cartValue=149.99"
2025-07-10 14:08:58.423,INFO,c.e.service.InventoryService,"loc=http-nio-8080-exec-52 - Inventory check passed: productId=PROD-9977, availableQty=102, requestedQty=1"
2025-07-10 14:08:58.556,INFO,c.e.service.PricingService,"loc=http-nio-8080-exec-52 - Price calculation completed: basePrice=149.99, discount=14.99, finalPrice=135.00"
2025-07-10 14:08:58.689,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-52 - Payment gateway connection established: gateway=PaySecure-V2, timeout=30000ms"
2025-07-10 14:08:58.823,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-52 - Payment authorization requested: amount=135.00, currency=USD, cardType=VISA"
2025-07-10 14:08:59.056,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-52 - Payment processed successfully: orderId=ORD-2025-001280, transactionId=TXN-990026"
2025-07-10 14:08:59.189,INFO,c.e.service.OrderService,"loc=http-nio-8080-exec-52 - Order created successfully: orderId=ORD-2025-001280, status=CONFIRMED"
2025-07-10 14:08:59.323,INFO,c.e.service.NotificationService,"loc=http-nio-8080-exec-52 - Order confirmation email sent successfully: orderId=ORD-2025-001280, recipient=user@example.co"
2025-07-10 14:08:59.456,INFO,c.e.service.AuditService,"loc=http-nio-8080-exec-52 - Transaction audit completed: orderId=ORD-2025-001280, status=SUCCESS"
2025-07-10 14:24:30.726,INFO,c.e.service.AuthService,"loc=http-nio-8080-exec-65 - User authentication successful: userId=USER-5532, sessionId=SESS-V2X9QZ"
2025-07-10 14:24:30.987,INFO,c.e.service.CartService,"loc=http-nio-8080-exec-65 - Cart validation completed: userId=USER-5532, totalItems=3, cartValue=250.75"
2025-07-10 14:24:31.291,INFO,c.e.service.InventoryService,"loc=http-nio-8080-exec-65 - Inventory check passed: productId=PROD-1234, availableQty=50, requestedQty=3"
2025-07-10 14:24:31.543,INFO,c.e.service.PricingService,"loc=http-nio-8080-exec-65 - Price calculation completed: basePrice=250.75, discount=25.07, finalPrice=225.68"
2025-07-10 14:24:31.790,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-65 - Payment gateway connection established: gateway=PaySecure-V2, timeout=30000ms"
2025-07-10 14:24:32.045,WARN,c.e.service.PaymentService,"loc=http-nio-8080-exec-65 - Payment gateway response time high: responseTime=1890ms, threshold=1000ms"
2025-07-10 14:24:32.399,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-65 - Payment authorization requested: amount=225.68, currency=USD, cardType=VISA"
2025-07-10 14:24:32.756,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-65 - Payment processed successfully: orderId=ORD-2025-001296, transactionId=TXN-990034"
2025-07-10 14:24:33.001,INFO,c.e.service.OrderService,"loc=http-nio-8080-exec-65 - Order created successfully: orderId=ORD-2025-001296, status=CONFIRMED"
2025-07-10 14:24:33.250,ERROR,c.e.service.NotificationService,"loc=http-nio-8080-exec-65 - Failed to send order confirmation email: orderId=ORD-2025-001296, error=SMTP connection timeout"
2025-07-10 14:24:33.501,INFO,c.e.service.AuditService,"loc=http-nio-8080-exec-65 - Transaction audit completed: orderId=ORD-2025-001296, status=SUCCESS"
2025-07-10 14:25:03.750,INFO,c.e.service.AuthService,"loc=http-nio-8080-exec-66 - User authentication successful: userId=USER-8765, sessionId=SESS-C3D4EF"
2025-07-10 14:25:04.001,INFO,c.e.service.CartService,"loc=http-nio-8080-exec-66 - Cart validation completed: userId=USER-8765, totalItems=1, cartValue=120.50"
2025-07-10 14:25:04.250,INFO,c.e.service.InventoryService,"loc=http-nio-8080-exec-66 - Inventory check passed: productId=PROD-5678, availableQty=75, requestedQty=1"
2025-07-10 14:25:04.501,INFO,c.e.service.PricingService,"loc=http-nio-8080-exec-66 - Price calculation completed: basePrice=120.50, discount=0.00, finalPrice=120.50"
2025-07-10 14:25:04.750,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-66 - Payment gateway connection established: gateway=PaySecure-V2, timeout=30000ms"
2025-07-10 14:25:05.001,WARN,c.e.service.PaymentService,"loc=http-nio-8080-exec-66 - Database connection pool exhausted: activeConnections=50, maxConnections=50"
2025-07-10 14:25:05.250,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-66 - Payment authorization requested: amount=120.50, currency=USD, cardType=MASTERCARD"
2025-07-10 14:25:05.501,ERROR,c.e.service.PaymentService,"loc=http-nio-8080-exec-66 - Payment processing failed: orderId=ORD-2025-001297, error=Database connection timeout"
2025-07-10 14:25:05.651,ERROR,c.e.service.OrderService,"loc=http-nio-8080-exec-66 - Order creation failed: orderId=ORD-2025-001297, status=FAILED"
2025-07-10 14:25:05.801,INFO,c.e.service.NotificationService,"loc=http-nio-8080-exec-66 - Payment failure notification sent: orderId=ORD-2025-001297, recipient=user10@example.com"
2025-07-10 14:25:06.050,INFO,c.e.service.AuditService,"loc=http-nio-8080-exec-66 - Transaction audit completed: orderId=ORD-2025-001297, status=SUCCESS"
2025-07-10 14:26:36.050,INFO,c.e.service.AuthService,"loc=http-nio-8080-exec-67 - User authentication successful: userId=USER-1122, sessionId=SESS-F5G6HI"
2025-07-10 14:26:36.301,INFO,c.e.service.CartService,"loc=http-nio-8080-exec-67 - Cart validation completed: userId=USER-1122, totalItems=2, cartValue=345.99"
2025-07-10 14:26:36.550,INFO,c.e.service.InventoryService,"loc=http-nio-8080-exec-67 - Inventory check passed: productId=PROD-9012, availableQty=30, requestedQty=2"
2025-07-10 14:26:36.801,INFO,c.e.service.PricingService,"loc=http-nio-8080-exec-67 - Price calculation completed: basePrice=345.99, discount=34.59, finalPrice=311.40"
2025-07-10 14:26:37.050,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-67 - Payment gateway connection established: gateway=PaySecure-V2, timeout=30000ms"
2025-07-10 14:26:37.301,WARN,c.e.service.PaymentService,"loc=http-nio-8080-exec-67 - Memory usage critical: heapUsed=1.8GB, heapMax=2.0GB, threshold=1.6GB"
2025-07-10 14:26:37.550,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-67 - Payment authorization requested: amount=311.40, currency=USD, cardType=AMEX"
2025-07-10 14:26:37.801,ERROR,c.e.service.PaymentService,"loc=http-nio-8080-exec-67 - Payment processing failed: orderId=ORD-2025-001298, error=OutOfMemoryError during transaction processing"
2025-07-10 14:26:37.951,ERROR,c.e.service.OrderService,"loc=http-nio-8080-exec-67 - Order creation failed: orderId=ORD-2025-001298, status=FAILED"
2025-07-10 14:26:38.101,INFO,c.e.service.NotificationService,"loc=http-nio-8080-exec-67 - Payment failure notification sent: orderId=ORD-2025-001298, recipient=customer20@domain.com"
2025-07-10 14:26:38.350,INFO,c.e.service.AuditService,"loc=http-nio-8080-exec-67 - Transaction audit completed: orderId=ORD-2025-001298, status=SUCCESS"
2025-07-10 14:27:58.350,INFO,c.e.service.AuthService,"loc=http-nio-8080-exec-68 - User authentication successful: userId=USER-3344, sessionId=SESS-I7J8KL"
2025-07-10 14:27:58.601,INFO,c.e.service.CartService,"loc=http-nio-8080-exec-68 - Cart validation completed: userId=USER-3344, totalItems=4, cartValue=567.89"
2025-07-10 14:27:58.850,INFO,c.e.service.InventoryService,"loc=http-nio-8080-exec-68 - Inventory check passed: productId=PROD-3456, availableQty=20, requestedQty=4"
2025-07-10 14:27:59.101,INFO,c.e.service.PricingService,"loc=http-nio-8080-exec-68 - Price calculation completed: basePrice=567.89, discount=56.78, finalPrice=511.11"
2025-07-10 14:27:59.350,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-68 - Payment gateway connection established: gateway=PaySecure-V2, timeout=30000ms"
2025-07-10 14:27:59.601,WARN,c.e.service.PaymentService,"loc=http-nio-8080-exec-68 - Fraud detection service unavailable: service=FraudGuard, status=SERVICE_UNAVAILABLE"
2025-07-10 14:27:59.850,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-68 - Payment authorization requested: amount=511.11, currency=USD, cardType=VISA"
2025-07-10 14:28:00.101,ERROR,c.e.service.PaymentService,"loc=http-nio-8080-exec-68 - Payment processing failed: orderId=ORD-2025-001299, error=Transaction declined by fraud prevention system"
2025-07-10 14:28:00.251,ERROR,c.e.service.OrderService,"loc=http-nio-8080-exec-68 - Order creation failed: orderId=ORD-2025-001299, status=FAILED"
2025-07-10 14:28:00.401,INFO,c.e.service.NotificationService,"loc=http-nio-8080-exec-68 - Payment failure notification sent: orderId=ORD-2025-001299, recipient=buyer30@email.com"
2025-07-10 14:28:00.650,INFO,c.e.service.AuditService,"loc=http-nio-8080-exec-68 - Transaction audit completed: orderId=ORD-2025-001299, status=SUCCESS"
2025-07-10 14:29:10.650,INFO,c.e.service.AuthService,"loc=http-nio-8080-exec-69 - User authentication successful: userId=USER-5566, sessionId=SESS-M9N0OP"
2025-07-10 14:29:10.901,INFO,c.e.service.CartService,"loc=http-nio-8080-exec-69 - Cart validation completed: userId=USER-5566, totalItems=1, cartValue=99.99"
2025-07-10 14:29:11.150,INFO,c.e.service.InventoryService,"loc=http-nio-8080-exec-69 - Inventory check passed: productId=PROD-6789, availableQty=90, requestedQty=1"
2025-07-10 14:29:11.401,INFO,c.e.service.PricingService,"loc=http-nio-8080-exec-69 - Price calculation completed: basePrice=99.99, discount=9.99, finalPrice=90.00"
2025-07-10 14:29:11.650,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-69 - Payment gateway connection established: gateway=PaySecure-V2, timeout=30000ms"
2025-07-10 14:29:11.901,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-69 - Payment authorization requested: amount=90.00, currency=USD, cardType=MASTERCARD"
2025-07-10 14:29:12.150,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-69 - Payment processed successfully: orderId=ORD-2025-001300, transactionId=TXN-990035"
2025-07-10 14:29:12.401,INFO,c.e.service.OrderService,"loc=http-nio-8080-exec-69 - Order created successfully: orderId=ORD-2025-001300, status=CONFIRMED"
2025-07-10 14:29:12.650,INFO,c.e.service.NotificationService,"loc=http-nio-8080-exec-69 - Order confirmation email sent successfully: orderId=ORD-2025-001300, recipient=user40@example.com"
2025-07-10 14:29:12.901,INFO,c.e.service.AuditService,"loc=http-nio-8080-exec-69 - Transaction audit completed: orderId=ORD-2025-001300, status=SUCCESS"
2025-07-10 14:30:42.901,INFO,c.e.service.AuthService,"loc=http-nio-8080-exec-70 - User authentication successful: userId=USER-7788, sessionId=SESS-P1Q2RS"
2025-07-10 14:30:43.150,INFO,c.e.service.CartService,"loc=http-nio-8080-exec-70 - Cart validation completed: userId=USER-7788, totalItems=3, cartValue=450.25"
2025-07-10 14:30:43.401,INFO,c.e.service.InventoryService,"loc=http-nio-8080-exec-70 - Inventory check passed: productId=PROD-0123, availableQty=40, requestedQty=3"
2025-07-10 14:30:43.650,INFO,c.e.service.PricingService,"loc=http-nio-8080-exec-70 - Price calculation completed: basePrice=450.25, discount=45.02, finalPrice=405.23"
2025-07-10 14:30:43.901,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-70 - Payment gateway connection established: gateway=PaySecure-V2, timeout=30000ms"
2025-07-10 14:30:44.150,WARN,c.e.service.PaymentService,"loc=http-nio-8080-exec-70 - Payment gateway response time high: responseTime=2100ms, threshold=1000ms"
2025-07-10 14:30:44.401,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-70 - Payment authorization requested: amount=405.23, currency=USD, cardType=VISA"
2025-07-10 14:30:44.650,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-70 - Payment processed successfully: orderId=ORD-2025-001301, transactionId=TXN-990036"
2025-07-10 14:30:44.901,INFO,c.e.service.OrderService,"loc=http-nio-8080-exec-70 - Order created successfully: orderId=ORD-2025-001301, status=CONFIRMED"
2025-07-10 14:30:45.150,ERROR,c.e.service.NotificationService,"loc=http-nio-8080-exec-70 - Failed to send order confirmation email: orderId=ORD-2025-001301, error=SMTP connection timeout"
2025-07-10 14:30:45.401,INFO,c.e.service.AuditService,"loc=http-nio-8080-exec-70 - Transaction audit completed: orderId=ORD-2025-001301, status=SUCCESS"
2025-07-10 14:31:55.401,INFO,c.e.service.AuthService,"loc=http-nio-8080-exec-71 - User authentication successful: userId=USER-9900, sessionId=SESS-T3U4VW"
2025-07-10 14:31:55.650,INFO,c.e.service.CartService,"loc=http-nio-8080-exec-71 - Cart validation completed: userId=USER-9900, totalItems=2, cartValue=180.00"
2025-07-10 14:31:55.901,INFO,c.e.service.InventoryService,"loc=http-nio-8080-exec-71 - Inventory check passed: productId=PROD-2345, availableQty=60, requestedQty=2"
2025-07-10 14:31:56.150,INFO,c.e.service.PricingService,"loc=http-nio-8080-exec-71 - Price calculation completed: basePrice=180.00, discount=18.00, finalPrice=162.00"
2025-07-10 14:31:56.401,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-71 - Payment gateway connection established: gateway=PaySecure-V2, timeout=30000ms"
2025-07-10 14:31:56.650,WARN,c.e.service.PaymentService,"loc=http-nio-8080-exec-71 - Database connection pool exhausted: activeConnections=50, maxConnections=50"
2025-07-10 14:31:56.901,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-71 - Payment authorization requested: amount=162.00, currency=USD, cardType=MASTERCARD"
2025-07-10 14:31:57.150,ERROR,c.e.service.PaymentService,"loc=http-nio-8080-exec-71 - Payment processing failed: orderId=ORD-2025-001302, error=Database connection timeout"
2025-07-10 14:31:57.301,ERROR,c.e.service.OrderService,"loc=http-nio-8080-exec-71 - Order creation failed: orderId=ORD-2025-001302, status=FAILED"
2025-07-10 14:31:57.451,INFO,c.e.service.NotificationService,"loc=http-nio-8080-exec-71 - Payment failure notification sent: orderId=ORD-2025-001302, recipient=user50@example.com"
2025-07-10 14:31:57.700,INFO,c.e.service.AuditService,"loc=http-nio-8080-exec-71 - Transaction audit completed: orderId=ORD-2025-001302, status=SUCCESS"
2025-07-10 14:33:27.700,INFO,c.e.service.AuthService,"loc=http-nio-8080-exec-72 - User authentication successful: userId=USER-4455, sessionId=SESS-X5Y6ZA"
2025-07-10 14:33:27.951,INFO,c.e.service.CartService,"loc=http-nio-8080-exec-72 - Cart validation completed: userId=USER-4455, totalItems=5, cartValue=700.00"
2025-07-10 14:33:28.200,INFO,c.e.service.InventoryService,"loc=http-nio-8080-exec-72 - Inventory check passed: productId=PROD-4567, availableQty=25, requestedQty=5"
2025-07-10 14:33:28.451,INFO,c.e.service.PricingService,"loc=http-nio-8080-exec-72 - Price calculation completed: basePrice=700.00, discount=70.00, finalPrice=630.00"
2025-07-10 14:33:28.700,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-72 - Payment gateway connection established: gateway=PaySecure-V2, timeout=30000ms"
2025-07-10 14:33:28.951,WARN,c.e.service.PaymentService,"loc=http-nio-8080-exec-72 - Memory usage critical: heapUsed=1.9GB, heapMax=2.0GB, threshold=1.6GB"
2025-07-10 14:33:29.200,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-72 - Payment authorization requested: amount=630.00, currency=USD, cardType=VISA"
2025-07-10 14:33:29.451,ERROR,c.e.service.PaymentService,"loc=http-nio-8080-exec-72 - Payment processing failed: orderId=ORD-2025-001303, error=OutOfMemoryError during transaction processing"
2025-07-10 14:33:29.601,ERROR,c.e.service.OrderService,"loc=http-nio-8080-exec-72 - Order creation failed: orderId=ORD-2025-001303, status=FAILED"
2025-07-10 14:33:29.751,INFO,c.e.service.NotificationService,"loc=http-nio-8080-exec-72 - Payment failure notification sent: orderId=ORD-2025-001303, recipient=customer60@domain.com"
2025-07-10 14:33:30.000,INFO,c.e.service.AuditService,"loc=http-nio-8080-exec-72 - Transaction audit completed: orderId=ORD-2025-001303, status=SUCCESS"
2025-07-10 14:34:40.000,INFO,c.e.service.AuthService,"loc=http-nio-8080-exec-73 - User authentication successful: userId=USER-6677, sessionId=SESS-A1B2CD"
2025-07-10 14:34:40.251,INFO,c.e.service.CartService,"loc=http-nio-8080-exec-73 - Cart validation completed: userId=USER-6677, totalItems=1, cartValue=50.00"
2025-07-10 14:34:40.500,INFO,c.e.service.InventoryService,"loc=http-nio-8080-exec-73 - Inventory check passed: productId=PROD-5678, availableQty=80, requestedQty=1"
2025-07-10 14:34:40.751,INFO,c.e.service.PricingService,"loc=http-nio-8080-exec-73 - Price calculation completed: basePrice=50.00, discount=0.00, finalPrice=50.00"
2025-07-10 14:34:41.000,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-73 - Payment gateway connection established: gateway=PaySecure-V2, timeout=30000ms"
2025-07-10 14:34:41.251,WARN,c.e.service.PaymentService,"loc=http-nio-8080-exec-73 - Fraud detection service unavailable: service=FraudGuard, status=SERVICE_UNAVAILABLE"
2025-07-10 14:34:41.500,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-73 - Payment authorization requested: amount=50.00, currency=USD, cardType=MASTERCARD"
2025-07-10 14:34:41.751,ERROR,c.e.service.PaymentService,"loc=http-nio-8080-exec-73 - Payment processing failed: orderId=ORD-2025-001304, error=Transaction declined by fraud prevention system"
2025-07-10 14:34:41.901,ERROR,c.e.service.OrderService,"loc=http-nio-8080-exec-73 - Order creation failed: orderId=ORD-2025-001304, status=FAILED"
2025-07-10 14:34:42.051,INFO,c.e.service.NotificationService,"loc=http-nio-8080-exec-73 - Payment failure notification sent: orderId=ORD-2025-001304, recipient=buyer70@email.com"
2025-07-10 14:34:42.300,INFO,c.e.service.AuditService,"loc=http-nio-8080-exec-73 - Transaction audit completed: orderId=ORD-2025-001304, status=SUCCESS"
2025-07-10 14:36:12.300,INFO,c.e.service.AuthService,"loc=http-nio-8080-exec-74 - User authentication successful: userId=USER-8899, sessionId=SESS-E3F4GH"
2025-07-10 14:36:12.551,INFO,c.e.service.CartService,"loc=http-nio-8080-exec-74 - Cart validation completed: userId=USER-8899, totalItems=3, cartValue=275.50"
2025-07-10 14:36:12.800,INFO,c.e.service.InventoryService,"loc=http-nio-8080-exec-74 - Inventory check passed: productId=PROD-7890, availableQty=55, requestedQty=3"
2025-07-10 14:36:13.051,INFO,c.e.service.PricingService,"loc=http-nio-8080-exec-74 - Price calculation completed: basePrice=275.50, discount=27.55, finalPrice=247.95"
2025-07-10 14:36:13.300,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-74 - Payment gateway connection established: gateway=PaySecure-V2, timeout=30000ms"
2025-07-10 14:36:13.551,WARN,c.e.service.PaymentService,"loc=http-nio-8080-exec-74 - Payment gateway response time high: responseTime=1650ms, threshold=1000ms"
2025-07-10 14:36:13.800,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-74 - Payment authorization requested: amount=247.95, currency=USD, cardType=VISA"
2025-07-10 14:36:14.051,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-74 - Payment processed successfully: orderId=ORD-2025-001305, transactionId=TXN-990037"
2025-07-10 14:36:14.300,INFO,c.e.service.OrderService,"loc=http-nio-8080-exec-74 - Order created successfully: orderId=ORD-2025-001305, status=CONFIRMED"
2025-07-10 14:36:14.551,ERROR,c.e.service.NotificationService,"loc=http-nio-8080-exec-74 - Failed to send order confirmation email: orderId=ORD-2025-001305, error=SMTP connection timeout"
2025-07-10 14:36:14.800,INFO,c.e.service.AuditService,"loc=http-nio-8080-exec-74 - Transaction audit completed: orderId=ORD-2025-001305, status=SUCCESS"
2025-07-10 14:37:24.800,INFO,c.e.service.AuthService,"loc=http-nio-8080-exec-75 - User authentication successful: userId=USER-0011, sessionId=SESS-G5H6IJ"
2025-07-10 14:37:25.051,INFO,c.e.service.CartService,"loc=http-nio-8080-exec-75 - Cart validation completed: userId=USER-0011, totalItems=2, cartValue=150.00"
2025-07-10 14:37:25.300,INFO,c.e.service.InventoryService,"loc=http-nio-8080-exec-75 - Inventory check passed: productId=PROD-8901, availableQty=65, requestedQty=2"
2025-07-10 14:37:25.551,INFO,c.e.service.PricingService,"loc=http-nio-8080-exec-75 - Price calculation completed: basePrice=150.00, discount=15.00, finalPrice=135.00"
2025-07-10 14:37:25.800,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-75 - Payment gateway connection established: gateway=PaySecure-V2, timeout=30000ms"
2025-07-10 14:37:26.051,WARN,c.e.service.PaymentService,"loc=http-nio-8080-exec-75 - Database connection pool exhausted: activeConnections=50, maxConnections=50"
2025-07-10 14:37:26.300,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-75 - Payment authorization requested: amount=135.00, currency=USD, cardType=AMEX"
2025-07-10 14:37:26.551,ERROR,c.e.service.PaymentService,"loc=http-nio-8080-exec-75 - Payment processing failed: orderId=ORD-2025-001306, error=Database connection timeout"
2025-07-10 14:37:26.701,ERROR,c.e.service.OrderService,"loc=http-nio-8080-exec-75 - Order creation failed: orderId=ORD-2025-001306, status=FAILED"
